codigo_unico,descripcion,nombre,categoria,marca,precio_compra,precio_venta,stock_actual
JL601235,SN,RESERVORIO REFRIGERANTE D400 UG PULSAR 200 - DAVID Y EMILY,ACCESORIOS,DAVID Y EMILY,9.14,12.8,1
ADO140,SN,RETROVISOR FORTE 150 - MOTO TEK - MUONER,ACCESORIOS,MOTO TEK / MUONER,4.14,5.8,2
9472,SN,RODILLERA FOX STANDARD,INDUMENTARIA,NA,7.14,10,0
9694,SN,RODILLERA GIA-83-CORTO- BRASSINTER,INDUMENTARIA,BRASSINTER,14.28,20,9
14366,SN,SEGURO DE PIÑON DE ARRASTRE TUKO CR5 (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,1.06,1.5,17
7860001110725,SN,SENSOR DE EMBRAGUE - EXTREME (RE10129),REPUESTOS,EXTREME,1.32,1.85,9
9698,SN,SET DE ESPEJOS TIPO ROMBO - CAYAMBE IMPORTACIONES,ACCESORIOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,3.1,4.35,3
9685,SN,SET DE GRIPS MOKY PRO 700 - BRASSINTER,ACCESORIOS,BRASSINTER,3.2,4.5,3
22.2.14.20H,SN,SET DE GRIPS SKR/M1R200/250 - MOTOR1,ACCESORIOS,MOTOR 1,3.2,4.5,4
500321016-0001,SN,SET DE SEGUROS RALLY 300 ORIGINAL - SGC/LONCIN,ACCESORIOS,SGC/LONCIN MADIFRA,38.31,53.65,2
342560006-0001,SN,SET PARABRISAS(CUPULA ORIGINAL) RALLY 300 - SGC,ACCESORIOS,SGC/LONCIN MADIFRA,20.35,28.5,4
R250-II0536,SN,SET RETROVISOR IZQ/DER CHIEF II - SHINERAY,ACCESORIOS,SHINERAY,16.77,25,6
614897000182,SN,SILICON SUPER GRAY 100GM(3.5 OZ) - LUBRI MABEL,ACCESORIOS,LUBRIMABEL,4.14,5.8,0
7702155051496,SN,SIMONIZ CARRO NUEVO SPORT PROTECTOR UV3 SILICONA ORIGINAL - FULL ENERGY,ACCESORIOS,FULL ENERGY,4.71,6.6,0
7702155000685,SN,SIMONIZ CHICLE PROTECTOR UV3 SILICONA ORIGINAL - FULL ENERGY,ACCESORIOS,FULL ENERGY,4.71,6.6,7
7702155030279,SN,SIMONIZ FRESA PROTECTOR UV3 SILICONA ORIGINAL - FULL ENERGY,ACCESORIOS,FULL ENERGY,4.71,6.6,4
9187,SN,SLAIDER DE DEFENSA,ACCESORIOS,NA,11.5,16.1,0
9186,SN,SLAIDER DE DEFENSA CON LUZ (AZUL),ACCESORIOS,NA,13.92,19.5,0
016632,SN,SLAIDER O TOPES DE RUEDA TUKO CR5 250 (ORIGINAL) - TUKO,ACCESORIOS,TUKO,7.14,10,0
TAP-003EC,SN,SLAIDER PROTECTOR DE RUEDA - FERRIMPORTACIONES,ACCESORIOS,FERRIMPORTACIONES,3.56,5,0
8268,SN,SLAIDER PROTECTOR DE RUEDA COLOR AZUL-BRASSINTER,ACCESORIOS,BRASSINTER,4.63,6.5,8
8271,SN,SLAIDER PROTECTOR DE RUEDA COLOR DORADO - BRASSINTER,ACCESORIOS,BRASSINTER,4.63,6.5,9
8270,SN,SLAIDER PROTECTOR DE RUEDA COLOR NEGRO - BRASSINTER,ACCESORIOS,BRASSINTER,4.63,6.5,4
8269,SN,SLAIDER PROTECTOR DE RUEDA COLOR PLATEADO-BRASSINTER,ACCESORIOS,BRASSINTER,4.63,6.5,7
8272,SN,SLAIDER PROTECTOR DE RUEDA COLOR ROJO - BRASSINTER,ACCESORIOS,BRASSINTER,4.63,6.5,7
GIA-54,SN,SLAIDER PROTECTOR DE RUEDA TORNASOL - BRASSINTER,ACCESORIOS,BRASSINTER,2.64,4.25,13
01.105.0001,SN,SLIDERS PARA OSCILANTE ROJOS 6MM UNIVERSAL- MOXAL,ACCESORIOS,MOXAL,4.64,6.5,1
01.008.005,SN,SOPORTE DE CELULAR ANTIVIBRACION CON REGULADOR Y AJUSTE - MOXAL,ACCESORIOS,MOXAL,22.86,32.01,1
G00H,SN,SOPORTE DE CELULAR X-FRAME PARA MANILLAR -DAVID Y EMILY,ACCESORIOS,DAVID Y EMILY,19.29,27,0
280460238-0001,SN,SOPORTE DE MASCARILLA SX2 (ORIGINAL)-TUKO,ACCESORIOS,MOTO INDUSTRIA S.A TUKO,9.99,13.99,1
10428,SN,SOPORTE DE MOTO PARA COLGAR -BRASSINTER,ACCESORIOS,BRASSINTER,3.57,5.01,2
8175,SN,SORBETE DE RAYOS - D MOTO,ACCESORIOS,D MOTO,2.85,4,3
9693,SN,SORBETES (COLORES) - BRASSINTER,ACCESORIOS,BRASSINTER,1.78,2.5,11
8364,SN,TAIPE NEGRO,REPUESTOS,NA,0.52,0.75,36
M02473,SN,TAPA CARTER FILTRO DE ACEITE GSX150 - MOTTOX,REPUESTOS,MOTTOX,5.03,7.05,2
150360016-0007,SN,TAPA DE FILTRO DE ACEITE CC300 ORIGINAL - LONCIN,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,11.39,15.95,2
TDG00031,SN,TAPA DE GASOLINA TUNDRA VENOM GT200-RCP-IDIRSA,REPUESTOS,IDIRSA,10.71,15.01,1
JG601211,SN,TAPA DE TANQUE DE EXPANSION REFRIGERANTE P200NS - DAVID Y EMILY,REPUESTOS,DAVID Y EMILY,1.24,1.74,4
06.180.0013,SN,TAPA DE TANQUE DE GASOLINA BROSS 200; XY200GY8(2010);HON.CB1(12-14) - MOXAL,REPUESTOS,MOXAL,5.64,7.91,0
06.180.0023,SN,TAPA DE TANQUE DE GASOLINA DY WOLF - MOXAL,REPUESTOS,MOXAL,10.52,14.73,0
M01154,SN,TAPA TANQUE DE GASOLINA BAJAJ PULSAR 135LS - MOTTOX,REPUESTOS,MOTTOX,13.57,19,1
06.180.0025,SN,TAPA TANQUE DE GASOLINA IGM WIND200(2021) - MOXAL,REPUESTOS,MOXAL,8.82,12.35,1
M02671,SN,TAPA TANQUE DE GASOLINA MOTONETA DAYTONA DY150 GHOST - MOTTOX,REPUESTOS,MOTTOX,12.92,18.1,1
06.180.0002,SN,TAPA TANQUE DE GASOLINA WY125;STIFF150(11-17);ICS.150S(14-23);FX200(12-16) - MOXAL,REPUESTOS,MOXAL,6.78,9.5,2
070760002-KA061,SN,TAPA TRIANGULO BOMBA DE ACEITE COMPLETO GN 125 (4PZS) - DK PARTS,REPUESTOS,DK PARTS,3.42,4.8,2
10223,SN,TAPA VALVULA AZUL(PAR)(PEQUEÑO/GRANDE) - BRASSSINTER,REPUESTOS,BRASSINTER,1.42,2,16
10204,SN,TAPA VALVULA COLOR MORADO (PAR) - BRASSINTER,REPUESTOS,BRASSINTER,1.42,2,5
8444,SN,TAPA VALVULA FOSFORESCENTE VERDE PAR-BRASSINTER,REPUESTOS,BRASSINTER,0.71,1,0
10225,SN,TAPA VALVULA NEGRO (PAR)-BRASSINTER,REPUESTOS,BRASSINTER,1.42,2,6
10224,SN,TAPA VALVULA ROJO (PAR)(PEQUEÑO/GRANDE)-BRASSINTER,REPUESTOS,BRASSINTER,1.42,2,4
10222,SN,TAPA VALVULA TORNASOL (PAR) - BRASSINTER,REPUESTOS,BRASSINTER,1.78,2.5,37
M01720,SN,TAPON CAMBIO DE ACEITE PULSAR 135LS - MOTTOX,REPUESTOS,MOTTOX,1.06,1.5,7
M00288,SN,TAPON CAMBIO DE ACEITE SHINERAY XY200GY/END200/CROS200 - MOTTOX,REPUESTOS,MOTTOX,0.71,1,14
JA541048,SN,TAPON DE ACEITE BAJAJ P200NS ORIGINAL - INDIAN MOTOS,REPUESTOS,MOHAKA,2.49,3.5,3
DS101071,SN,TAPON DE ACEITE BAJAJ PULSAR 150-180-220ADVENGER ORIGINAL - INDIAN MOTOS,REPUESTOS,MOHAKA,2.15,3.01,2
8605,SN,TAPON DE ACEITE CG - BRASSINTER,REPUESTOS,BRASSINTER,0.71,1,5
8157,SN,TAPON DE ACEITE CG200 COMPLETO - ITAKA PARTS (2965),REPUESTOS,NA,1.06,1.5,4
8361,SN,TAPON DE ACEITE P200NS - D MOTO,REPUESTOS,D MOTO,1.78,2.5,3
8362,SN,TAPON DE ACEITE TUKO CR5 ORIGINAL -TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,4.75,6.65,5
070740004-KA061,SN,TAPON DE ACEITE UNIVERSAL - DK PARTS,REPUESTOS,DK PARTS,0.71,1,0
06.171.0010,SN,TAPON DE ACEITE UNIVERSAL - MOXAL,REPUESTOS,MOXAL,1.5,2,10
8363,SN,TAPON DE CAMBIO DE ACEITE PULSAR 180 - MOTTOX,REPUESTOS,MOTTOX,1.06,1.5,1
0108190022,SN,TEMPLADOR CADENILLA SKR250/NAZCA 250 - MOTOR 1,REPUESTOS,MOTOR 1,1.78,4.5,0
06.181.0022,SN,TEMPLADOR DE CADENA CGX125SH(2012) - MOXAL,REPUESTOS,MOXAL,3.64,5.1,2
M03271,SN,TEMPLADOR DE CADENA PULSAR 200NS - MOTTOX,REPUESTOS,MOTTOX,3.68,5.15,2
8154,SN,TENSOR DE CADENA BOXER CT 100 - NA (2631),REPUESTOS,NA,2.49,3.5,1
RM10085,SN,TENSOR DE CADENILLA GRIS - CB UNIVERSAL - EXTREME MAX,REPUESTOS,EXTREME,4.61,6.45,1
8437,SN,TERMINAL DE BATERIA GRANDE,REPUESTOS,NA,0.28,0.4,31
8432,SN,TERMINAL DE DIRECCIONAL MACHO,REPUESTOS,NA,0.13,0.2,4
8434,SN,TERMINAL DE PITO 6.3MM MACHO,REPUESTOS,NA,0.18,0.25,40
8433,SN,TERMINAL DIRECCIONAL HEMBRA,REPUESTOS,NA,0.14,0.2,18
070780017-KA047,SN,TIMON DE ALUMINIO 750MM GRIS UNIVERSAL - DK PARTS,ACCESORIOS,DK PARTS,15.53,21.75,2
8448,SN,TIMON DE ALUMINIO DOBLE COLOR - BRASSINTER,ACCESORIOS,BRASSINTER,25.32,35.45,0
8450,SN,TIMON ECO ALUMINIO AZUL - BRASSINTER,ACCESORIOS,BRASSINTER,8.07,11.3,1
8452,SN,TIMON ECO ALUMINIO NEGRO - BRASSINTER,ACCESORIOS,BRASSINTER,8.07,11.3,0
8451,SN,TIMON ECO ALUMINIO PLATEADO - BRASSINTER,ACCESORIOS,BRASSINTER,8.07,11.3,0
8449,SN,TIMON ECO ALUMINIO ROJO - BRASSINTER,ACCESORIOS,BRASSINTER,8.07,11.3,1
10452,SN,TIMON GY COLOR AZUL - BRASSINTER,ACCESORIOS,BRASSINTER,25,35,2
10453,SN,TIMON GY COLOR NEGRO - BRASSINTER,ACCESORIOS,BRASSINTER,25,35,1
10451,SN,TIMON GY COLOR ROJO - BRASSINTER,ACCESORIOS,BRASSINTER,25,35,2
10450,SN,TIMON GY COLOR TORNASOL - BRASSINTER,ACCESORIOS,BRASSINTER,33.36,46.7,2
36JY0171,SN,TIMON KTM RS 200/300 - 92 MOTO SHOP,ACCESORIOS,92 MOTO SHOP KTM,38.57,54,0
01.033.0024.,SN,TIMON MACIZO NEGRO BROS200 /DUKARE 200- MOXAL,ACCESORIOS,MOXAL,7.31,10.25,1
M03274,SN,TIMON METALICO CROMADO SIN TRAVESAÑO BAJAJ BOXER BM150- MOTTOX,ACCESORIOS,MOTTOX,8.03,11.25,0
M02104,SN,TIMON METALICO CROMADO SIN TRAVESAÑO HONDA CB1 - MOTTOX,ACCESORIOS,VARROC,7.82,10.95,0
M10477,SN,TIMON METALICO GRIS CON TRAVESAÑO SHINERAY XY200GY/M1R200/SKR200S/ENDURO200-MOTTOX,ACCESORIOS,MOTTOX,8.07,11.3,0
M01051,SN,TIMON METALICO NEGRO CON TRAVESAÑO SHINERAY XY200GY/M1R200/SKR200S/ENDURO200-MOTTOX,ACCESORIOS,VARROC,7.49,10.5,0
01.033.0052.,SN,TIMON METALICO NEGRO MATE IGM WIND200 (2021) - MOXAL,ACCESORIOS,MOXAL,11.89,16.65,0
M03428,SN,TIMON METALICO NEGRO SHINERAY CHIEF II/FACTORY FR370-MOTTOX,ACCESORIOS,MOTTOX,23,32.2,1
320020308-0001,SN,TIMON METALICO TUKO CR5 250 (ORIGINAL)-SGC,ACCESORIOS,SGC/LONCIN MADIFRA,13,18.2,0
8121,SN,TOPE DE TIMON (CGZ X J B) - H Y H,ACCESORIOS,H Y H,4.85,6.8,0
7860001201478,SN,TOPES DE TIMON UNIVERSAL (XTR MAX) - H Y H,ACCESORIOS,H Y H,4.17,5.85,1
8152,SN,TORNILLO - NA,REPUESTOS,NA,0.35,0.5,6
7861199438844,SN,TRAJE PARA LLUVIA NEGRO - FENIX GROUP,INDUMENTARIA,NA,16.42,23,0
7862108027890,SN,TRAJE TELA IMPERMEABLE DAMA TALLA M,INDUMENTARIA,PROTECCIONA,18.22,25.52,1
7862108027883,SN,TRAJE TELA IMPERMEABLE DAMA TALLA S,INDUMENTARIA,PROTECZIONA,18.22,25.52,0
7862108028118,SN,TRAJE TELA IMPERMEABLE TERMICO DAMA TALLA M,INDUMENTARIA,PROTECZIONA,35.65,49.91,1
7862108028101,SN,TRAJE TELA IMPERMEABLE TERMICO DANA TALLA S,INDUMENTARIA,PROTECZIONA,35.65,49.91,1
8179,SN,TUBO DE ESCAPE - CHINA,ACCESORIOS,NA,19.64,27.5,1
070370002-K030,SN,TUBO DE ESCAPE - DK PARTS,ACCESORIOS,DK PARTS,49.1,68.75,0
8180,SN,TUBO DE ESCAPE CHINA,ACCESORIOS,NA,17.84,25,1
8447,SN,TUBO DE ESCAPE-ECO - BRASSINTER,ACCESORIOS,BRASSINTER,28.75,40.25,0
RF-3715,SN,TUBO MANUBRIO PULSAR 180/150/220/NS200 SE110-19 SET2,ACCESORIOS,DAVID Y EMILY,13.8,19.32,1
M02602,SN,TUERCA HEXAGONAL SENCILLA ACERO INOXIDABLE M10X1.50 - MOTTOX,ACCESORIOS,VARROC,0.18,0.25,49
M02601,SN,TUERCA HEXAGONAL SENCILLA ACERO INOXIDABLE M8X1.25 PASO NORMAL -MOTTOX,ACCESORIOS,VARROC,0.17,0.25,50
HD1309,SN,VARILLA DE TIMON -H Y H,ACCESORIOS,H Y H,2.91,3.55,3
HD0119,SN,VELOCIMETRO WY125 - 2CABLE - H Y H,ACCESORIOS,H Y H,15.46,21.65,1
123215,SN,VISOR 3120 ICH - IMPORTADORA AMD,INDUMENTARIA,AMD,6.64,9.3,1
06.044.0001,SN,VISOR DE ACEITE UNIVERSAL - MOXAL,INDUMENTARIA,MOXAL,0.71,1,11
140361,SN,VISOR ICH 3110 COLORES,INDUMENTARIA,NA,6.99,9.8,0
8578,SN,VISOR OBSCURO 3110,INDUMENTARIA,BRASSINTER,3.22,4.5,7
0702999600,SN,VISOR REPUESTO CASCO X-ONE TRANSPARENTE - MOTOR1,INDUMENTARIA,MOTOR 1,3.39,4.75,8
8577,SN,VISOR TRANSPARENTE 3110,INDUMENTARIA,BRASSINTER,3.22,4.5,4
10072935,SN,YAMAHA FILTRO DE AIRE MT03 DEPORTIVA (ORIGINAL)-JUAN ELJURI,REPUESTOS,JUAN ELJURI,14.99,21,1
10049921,SN,YAMAHA-FILTRO DE ACEITE FZ16 UTILITARIA (ORIGINAL) - JUAN ELJURI,REPUESTOS,JUAN ELJURI,2.46,3.45,0
10060489,SN,YAMAHA-FILTRO DE ACEITE MT03 UTILITARIA (ORIGINAL) - JUAN ELJURI,REPUESTOS,JUAN ELJURI,11.46,21.15,2
10067253,SN,YAMAHA-TORNILLO AJUSTE DE VALVULA FZ16 DEPORTIVA (ORIGINAL) - JUAN ELJURI,REPUESTOS,JUAN ELJURI,1.86,2.61,2
10050724,SN,YAMAHA-VALVULA DE AMISION FZ16 UTILITARIA (ORIGINAL) - JUAN ELJURI,REPUESTOS,JUAN ELJURI,6.25,8.76,0
7862108026046,SN,ZAPATON DE TELA TALLA 40,INDUMENTARIA,PROTECZIONA,4.65,6.52,1
7862108023618,SN,ZAPATON TELA TALLA 42 - PROTEZCIONA,INDUMENTARIA,PROTECCIONA,4.64,6.5,1
200032834,SN,AJUSTADOR DE CADENILLA SUZUKI GIXXER (MODELO 12830-39J00-00)-COMANDATO,REPUESTOS,COMANDATO,11.89,16.65,1
10179.102-GEN,SN,ANTIVIBRANTE DE CIGUEÑAL BAJAJ PULSAR 135 - MAGIATY,REPUESTOS,MAGIATY,2.15,3.01,2
REDIS00001,SN,ARBOL DE LEVAS 3PZS CG150 ;CG200;CG250 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,6.86,9.61,3
140030039-0001,SN,ARBOL DE LEVAS ADMISION GP300 (ORIGINAL) - LONCIN,REPUESTOS,PROINTER S.A LONCIN,19.99,28,0
REDIS00003,SN,ARBOL DE LEVAS CB 250(RULIMAN)-REDIS-CAYAMBE MOTOS,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,10.46,14.65,2
M00028,SN,ARBOL DE LEVAS COMPLETO CADENILLA CON BOCIN INCLUYE PIÑON 32D SUKIDA SKR200/M1R200/TRAXX150-MOTTOX,REPUESTOS,VARROC,11.6,16.25,2
ARBO005,SN,ARBOL DE LEVAS COMPLETO CADENILLA INCLUYE PIÑON 32D CABALLITO SHINERAY XY125-30A-MOTTOX,REPUESTOS,VARROC,7.82,10.95,1
M01970,SN,ARBOL DE LEVAS COMPLETO CADENILLA INCLUYE PIÑON 32D CABALLITO SHINERAY XY125-7 - MOTTOX,REPUESTOS,VARROC,7.07,9.9,1
DT511239,SN,ARBOL DE LEVAS COMPLETO P200NS/AS (ORIGINAL) - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,30.25,42.36,1
REDIS00002,SN,ARBOL DE LEVAS DE LEVAS CB200 (BOCIN) - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,8.42,11.8,3
140020071-0001,SN,ARBOL DE LEVAS ESCAPE GP300 (ORIGINAL)-LONCIN,REPUESTOS,PROINTER S.A LONCIN,19.99,28,0
06.007.0024,SN,ARBOL DE LEVAS L92.6MM CB PIÑON 34T CHIEF - MOXAL,REPUESTOS,MOXAL,14.14,19.8,1
PR300-010,SN,ARBOL DE LEVAS PR300 XPEDITION/TK MONACO 300CC (ORIGINAL) -DAYTONA,REPUESTOS,DAYTONA,46.14,64.61,1
14001,SN,ARBOL DE LEVAS PRO 5 ORIGINAL- LONCIN,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,17.99,25.2,0
JE511253,SN,ARBOL DE LEVAS PULSAR 160FI - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,26.78,37.5,0
140020233-0001,SN,ARBOL DE LEVAS R2 250 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,24.03,41.75,0
070020006-KA071,SN,ARBOL DE LEVAS SKR250 - DK PARTS,REPUESTOS,DK PARTS,12.06,16.9,2
R200-060214,SN,ASIENTO CON BALANCINES VORTEX 200-23 250-9 STREET GN-STARK XTREME - SHINERAY,REPUESTOS,SHINERAY,8.07,12.95,0
140510079-0001,SN,BALANCIN ADMISION R2 250(ORIGINAL) - PROINTER,REPUESTOS,PROINTER S.A LONCIN,12.65,17.71,1
DT511261,SN,BALANCIN DE ADMISION PULSAR200AS/NS/FI(ORIGINAL)-INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,15.18,21.25,1
DT511262,SN,BALANCIN DE ESCAPE PULSAR 200AS/NS/FI(ORIGINAL)-INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,15.18,21.25,1
140450105-0001,SN,BALANCIN ESCAPE R2 250 (ORIGINAL) - PROINTER,REPUESTOS,PROINTER S.A LONCIN,12.78,17.9,0
M-BAL025,SN,BALANCIN FZ16 - STANDARD - RECALDE,REPUESTOS,RECALDE,11.68,16.35,0
BAL00018,SN,BALANCIN INFERIOR CG200 3PZS -RCP - IDIRSA,REPUESTOS,IDIRSA,6.14,8.6,4
DK101751,SN,BALANCIN PULSAR 135 LS - RECALDE (M-BAL039),REPUESTOS,RECALDE,27.14,38,0
JD511207,SN,BALANCIN PULSAR 135LS (ORIGINAL) - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,13.46,18.85,0
10101.105-MGT,SN,BALANCIN SUPERIOR BASE FINA CG125/CG150/CG200 - MAGIATY,REPUESTOS,MAGIATY,8.39,11.75,2
BAL00044,SN,BALANCIN SUPERIOR CG200 BASE ANCHA -RCP-IDIRSA,REPUESTOS,IDIRSA,7.82,10.95,4
JE511225-1,SN,BALANCINES BAJAJ PULSAR 160NS 2D - MAGIATY,REPUESTOS,MAGIATY,16.82,23.55,0
012140,SN,BALANCINES CON PIÑON TUKO CR5 6V (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,21.42,30,2
140012,SN,BALANCINES CR5-PRO5-GP250 ORIGINAL- LONCIN,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,4.81,6.75,0
7860001112569,SN,BALANCINES SUPERIOR CG200 GRUESO - EXTREME (RM10219),REPUESTOS,EXTREME,6.27,8.8,1
10101.109-GEN,SN,BALANCINES SUZUKI GIXXER150 (ORIGINAL) - MAGIATY,REPUESTOS,MAGIATY,31.63,44.3,1
10103.104-EVE,SN,BARRA DE LEVA 3PCS CG125/CG150/CG200 - EVERESTT - MAGIATY,REPUESTOS,MAGIATY,8.93,12.51,1
BRL00005,SN,BARRA DE LEVA CB250/SHINERAY XY250R- STANDARD-IDIRSA,REPUESTOS,IDIRSA,11.43,16,2
BRL00007,SN,BARRA DE LEVA CG125/200 3PZS-STANDARD-IDIRSA,REPUESTOS,IDIRSA,9.78,13.7,2
BRL00006,SN,BARRA DE LEVA CG125/200 PIN 37MM (3PZS) - IDIRSA,REPUESTOS,IDIRSA,11.78,16.5,0
10103.138-GEN,SN,BARRA DE LEVA COMPLETA SUZUKI GIXXER 150 IND - MAGIATY,REPUESTOS,MAGIATY,36.53,51.15,1
10103.105-EVE,SN,BARRA DE LEVA CON BOCIN CB125/CB150/CB200-EVEREST-MAGIATY,REPUESTOS,MAGIATY,9.03,12.65,3
BRL00078,SN,BARRA DE LEVA LONCIN RALLY300,REPUESTOS,IDIRSA,50.6,70.85,0
BRL00039,SN,BARRA DE LEVA SIN PIÑON BAJAJ PULSAR 135 - ENDURANCE - IDIRSA,REPUESTOS,IDIRSA,9.1,12.75,1
06.016.0028,SN,BASE CARBURADOR CAUCHO NEGRO 250GY50(2021);DY250SCORPION(20-22) - MOXAL,REPUESTOS,MOXAL,2.54,3.56,0
06.016.0026,SN,BASE CARBURADOR CAUCHO NEGRO XY200GY6E(2020);THOR 200 (2020) ;SHI.XY250GY6(20-21)- MOXAL,REPUESTOS,MOXAL,2.54,3.56,1
06.016.0020,SN,BASE CARBURADOR CAUCHO TRACKER250 (2018) - MOXAL,REPUESTOS,MOXAL,4.89,6.86,1
06.016.0011,SN,BASE DE CARBRADOR TRX200R(2015);DAY.DY200GY3(10-12);DY200 SHARKIII(14-18);DY250BULL(13-18) - MOXAL,REPUESTOS,MOXAL,3.57,5.01,1
06.016.0002,SN,BASE DE CARBURADOR ALUMINIO/CAUCHO NEGRO -M1R200R(2012);IGM.IM150CR7(17-19),REPUESTOS,MOXAL,2.64,3.7,2
06.016.0005,SN,BASE DE CARBURADOR BROSS200;XY200GY8(2010);TD250 GY4(15-18);TUN.RAPTOR 250(2012)-MOXAL,REPUESTOS,MOXAL,2.46,3.45,6
06.016.0040,SN,BASE DE CARBURADOR CAUCHO NEGRO LONCIN PRO3 - MOXAL,REPUESTOS,MOXAL,5.85,8.2,0
06.016.0039,SN,BASE DE CARBURADOR CAUCHO NEGRO LONCIN RALLY 300 (2023) - MOXAL,REPUESTOS,MOXAL,5.86,8.2,1
06.016.0036,SN,BASE DE CARBURADOR CAUCHO NEGRO OINT28.30-28MM ICS150S(22-23)-MOXAL,REPUESTOS,MOXAL,2.96,4.15,3
M-SOP064,SN,BASE DE CARBURADOR LONCIN LX300-GS/LX300-CR6 (ORIGINAL) - RECALDE (180420756-0001),REPUESTOS,RECALDE,10.97,15.35,0
M01249,SN,BASE DE CARBURADOR SHINERAY XY250GY-6A - MOTTOX,REPUESTOS,VARROC,0,4.55,0
DJ121090-1,SN,BASE DE INSULADOR BAJAJ PULSAR 180 (ORIGINAL) - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,7.27,10.2,0
10104.103-MGT,SN,BENDIX DE ARRANQUE CON PIÑON CANASTILLA CG200/CG250/CG150-MAGIATY,REPUESTOS,MAGIATY,14.99,21,2
7860001100061,SN,BENDIX RODILLO CG 200 (CON PIÑON) - EXTREME (RM10006),REPUESTOS,EXTREME,9.85,13.8,1
10105.117-GEN,SN,BIELA BAJAJ PULSAR200NS (JF531007)-MAGIATY,REPUESTOS,MAGIATY,23.54,32.96,1
BIE00075,SN,BIELA KIT SUZUKI GIXXER GSX150 L:111 AN:14PIST:14CIG:28 - STANDARD-IDIRSA,REPUESTOS,IDIRSA,14.04,19.66,1
M-BIE029,SN,BIELA PULSAR 135LS/BM-150 - RECALDE,REPUESTOS,RECALDE,29.14,40.8,0
BIE00066,SN,BIELA YAMAHA FZ16 - RECALDE,REPUESTOS,RECALDE,36.06,50.5,0
M11946,SN,BOBINA DE MAGNETO 6 MODULOS 2 HUECOS(5PIN)(PULSER 1 CABLE) SHINERAY XY125-8X-MOTTOX,REPUESTOS,MOTTOX,9.56,13.4,1
200016030,SN,BOCIN BOMBA DE AGUA DL650 ORIGINAL ORIGINAL - COMANDATO,REPUESTOS,COMANDATO,22.86,32.01,0
19147.104-GEN,SN,BOCINES DEL TRINCHE CON CANASTILLA SUZUKI GIXXER150 IND - MAGIATY,REPUESTOS,MAGIATY,14.46,20.25,2
16400-34J00-000,SN,BOMBA ACEITE SUZUKI GSX150 - COMANDATO (SGP),REPUESTOS,COMANDATO,18.25,25.55,0
R250-060411,SN,BOMBA DE ACEITE (2019) - XTREME 37D - SHINERAY,REPUESTOS,SHINERAY,5.54,7.75,0
R200-061811,SN,BOMBA DE ACEITE 200-23 - SHINERAY,REPUESTOS,SHINERAY,5.42,7.6,0
150010093-0001,SN,BOMBA DE ACEITE 34DIENTES PRO5 - GP250 ORIGINAL - LONCIN,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,11.21,15.7,0
06.022.0028,SN,BOMBA DE ACEITE 37D IGM WIND200 (2021);TUNDRA HURACAN- MOXAL,REPUESTOS,MOXAL,5.27,9.5,2
06.022.0024,SN,BOMBA DE ACEITE 39D XY15015(2020);SHI.XY150I(14-20) - MOXAL,REPUESTOS,MOXAL,5.56,7.8,4
06.022.0021,SN,BOMBA DE ACEITE 39T SHINERAY GP200(20);IGM IM170CF12G(19-24) - MOXAL,REPUESTOS,MOXAL,5.17,7.25,2
TY300-020,SN,BOMBA DE ACEITE ADV.300/CHIEF 3.0/TK CR300/RANCER 300/RANGER DR300CC (ORIGINAL)-DAYTONA,REPUESTOS,DAYTONA,18.4,25.76,0
BOA00043,SN,BOMBA DE ACEITE BAJAJ BOXER BM150-ORIGINAL-IDIRSA,REPUESTOS,IDIRSA,6.77,9.5,1
JY571012,SN,BOMBA DE ACEITE BAJAJ KTM DUKE ORIGINAL - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,14.28,20,1
BOA00005,SN,BOMBA DE ACEITE BAJAJ PULSAR200NS (14-19)- ORIGINAL-IDIRSA,REPUESTOS,IDIRSA,9.78,13.7,2
