codigo_unico,descripcion,nombre,categoria,marca,precio_compra,precio_venta,stock_actual
150010111-0002,SN,BOMBA DE ACEITE CC300 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,25.71,36,1
BOA00011,SN,BOMBA DE ACEITE CG125/150/200/39T -STANDARD-IDIRSA,REPUESTOS,IDIRSA,4,5.6,1
BOA00010,SN,BOMBA DE ACEITE CG125/CG150/CG200 37T-STANDARD-IDIRSA,REPUESTOS,IDIRSA,3.78,5.3,1
REDIS00041,SN,BOMBA DE ACEITE CGB 250 23T - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,7.14,10,0
10106.109-GEN,SN,BOMBA DE ACEITE COMPLETA BAJAJ DOMINAR 400 - MAGIATY,REPUESTOS,MAGIATY,9.43,13.2,1
JE571009,SN,BOMBA DE ACEITE COMPLETA BAJAJ PULSAR 160NS - MAGIATY,REPUESTOS,MAGIATY,10.6,14.85,0
10106.112-GEN,SN,BOMBA DE ACEITE COMPLETA BAJAJ PULSAR 200NS(ORIGINALJU571000)-MAGIATY,REPUESTOS,MAGIATY,11.36,15.91,2
070080005-KA060,SN,BOMBA DE ACEITE CONTRAPESA CGB-250/CADENILLA - DK PARTS,REPUESTOS,J Y J,10.36,14.5,1
R250-II0615,SN,BOMBA DE ACEITE DEMON SHINERAY250-6I (ORIGINAL) - SHINERAY,REPUESTOS,SHINERAY,9.43,13.2,2
BOA00014,SN,BOMBA DE ACEITE DY200 WOLF(39T) - RCP-IDIRSA,REPUESTOS,IDIRSA,6.78,9.5,5
150010111-0001,SN,BOMBA DE ACEITE GP300-CR6 (ORIGINAL) - LONCIN,REPUESTOS,PROINTER S.A LONCIN,26.07,44.8,0
BOA00018,SN,BOMBA DE ACEITE HONDA XR150L - STANDARD-IDIRSA,REPUESTOS,IDIRSA,5.17,7.25,2
BA00056,SN,BOMBA DE ACEITE IGM VENTURE200 37T-STANDARD-IDIRSA,REPUESTOS,IDIRSA,5.22,7.3,1
BOA00057,SN,BOMBA DE ACEITE IGM WIND 160 39T - STANDAR-IDIRSA,REPUESTOS,IDIRSA,6.49,9.1,1
JY571012.,SN,BOMBA DE ACEITE KTM DUKE 390 ORIGINAL- KTM,REPUESTOS,92 MOTO SHOP KTM,42.86,60,1
52JA0023,SN,BOMBA DE ACEITE PULSAR 125SP;PULSAR135LS;BM125 (ORIGINAL) - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,6.17,8.65,0
M-BOM097,SN,BOMBA DE ACEITE PULSAR 160NS 39D (ORIGINAL)(BOA00009)- IDIRSA-RECALDE,REPUESTOS,RECALDE,11.1,15.55,0
10177,SN,BOMBA DE ACEITE PULSAR 180/220 AVENCER PRICOL - NA,REPUESTOS,NA,11.92,16.7,2
JU571000,SN,BOMBA DE ACEITE PULSAR 200NS - NDE-DAVID Y EMILY,REPUESTOS,DAVID Y EMILY,14.89,20.85,0
150011,SN,BOMBA DE ACEITE R2 250 (ORIGINAL) - PROINTER,REPUESTOS,PROINTER S.A LONCIN,16.1,22.55,0
10176,SN,BOMBA DE ACEITE STIFF-150;SUKIDA SKR -ITAKA-ECOMOTOS,REPUESTOS,ECOMOTOS,5.75,8.05,2
200031851,SN,BOMBA DE ACEITE SUZUKI GIXXER150 (ORIGINAL)(MODELO:16400-34J00-00) - COMANDATO,REPUESTOS,COMANDATO,17.5,24.5,1
R200-181501,SN,BOMBA DE ACEITE-SHINERAY,REPUESTOS,SHINERAY,6.42,9,1
38001,SN,BOMBA DE AGUA 12X22X5 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,4.2,5.9,0
500260254-0006,SN,CABEZOTE CC300 CR6-GP300 (ORIGINAL) - LONCIN,REPUESTOS,PROINTER S.A LONCIN,112.03,162.01,0
200032801,SN,CABEZOTE CILINDRO SUZUKI GIXXER,REPUESTOS,COMANDATO,123.75,150.01,0
500001,SN,CABEZOTE PRO5 ;CR3 (ORIGINAL)PROINTER S.A LONCIN,REPUESTOS,PROINTER S.A LONCIN,73.57,103.02,0
50006,SN,CABEZOTE RALLY 300 ;CR6;GP300 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,143.95,201.57,0
003300,SN,CADENA DE BOMBA DE ACEITE TUKO CR5 (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,4.2,5.9,3
REDIS00129,SN,CADENA DE DISTRIBUCION DE MOTOR CBR250 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,8.78,12.3,0
REDIS00183,SN,CADENA DE DISTRIBUCION DE MOTOR V8 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,7.6,10.64,0
P2X3-102L,SN,CADENILLA 2X3X102L - STD-RECALDE,REPUESTOS,RECALDE,4.39,6.15,0
MB-825,SN,CADENILLA 2X3X102L P160 - RECALDE,REPUESTOS,RECALDE,11.24,15.75,1
06.147.0028,SN,CADENILLA 3X4 128E LONCIN RALLY 300 (2023) - MOXAL,REPUESTOS,MOXAL,6.07,10.85,1
011867,SN,CADENILLA CRX (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,5.35,7.5,2
10108.102-GEN,SN,CADENILLA DE DISTRIBUCION 2X3X100L SUZUKI EN125 - MAGIATY,REPUESTOS,MAGIATY,10.68,14.95,0
10108.132-GEN,SN,CADENILLA DE DISTRIBUCION 3X4X116L KTM DUKE 200 - MAGIATY,REPUESTOS,MAGIATY,21.86,30.6,0
06.147.0026,SN,CADENILLA DE DISTRIBUCION 98E 4X5 (ORUGA) F370(2023) - MOXAL,REPUESTOS,MOXAL,6.39,8.95,1
10108.115-GEN,SN,CADENILLA DE DISTRIBUCION BAJAJ DOMINAR 400 - MAGIATY,REPUESTOS,MAGIATY,12.63,17.7,1
10108.117-GEN,SN,CADENILLA DE DISTRIBUCION BAJAJ PULSAR135/PLATINA100/DISCOVER125(DS109905)-MAGIATY,REPUESTOS,MAGIATY,8.39,11.75,2
10108.116-GEN,SN,CADENILLA DE DISTRIBUCION BAJAJ PULSAR160NS/PULSAR 150NS(ORIGINALJE511233)-MAGIATY,REPUESTOS,MAGIATY,10.36,14.51,2
140610032-0001,SN,CADENILLA DE DISTRIBUCION LONCIN GP300 (ORIGINAL) - PROINTER,REPUESTOS,PROINTER S.A LONCIN,42.99,60.2,1
DS101036,SN,CADENILLA DE DISTRIBUCION PULSAR 135LS;DOMINAR125 (ORIGINAL) - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,6.32,8.86,0
200026097,SN,CADENILLA DE DISTRIBUCION SUZUKI GIXXER (ORIGINAL)(MODELO:12760-12F50-000) - COMANDATO,REPUESTOS,COMANDATO,19.82,27.76,0
CDN00016,SN,CADENILLA DE DISTRIBUCION SUZUKI GIXXER GS150R(2*3 X 96L) - RECALDE,REPUESTOS,RECALDE,12.14,17,0
10108.118-GEN,SN,CADENILLA DE DISTRRIBUCION 3X4X94 BAJAJ PULSAR 200NS (ORIGINALJL511222)-MAGIATY,REPUESTOS,MAGIATY,12.21,17.1,1
R250-II0614,SN,CADENILLA DE MOTOR 250-9A DEMON 250-8 TITAN SPORT - SHINERAY,REPUESTOS,SHINERAY,8.94,12.53,1
CDN00031,SN,CADENILLA DE ORUGA 34X100L - STANDARD - IDIRSA,REPUESTOS,IDIRSA,8.39,11.75,2
CDN00013,SN,CADENILLA DE ORUGA HONDA XL200 (2X3X102L) - ORIGINAL-IDIRSA,REPUESTOS,IDIRSA,9.21,12.9,1
CDN00035,SN,CADENILLA DE ORUGA SHINERAY XY250GY6/BULL250 34X102L -ORIGINAL-IDIRSA,REPUESTOS,IDIRSA,8.57,12.01,1
CDN00037,SN,CADENILLA DE ORUGA SUKIDA SKR250 / FX250 AK 47 (3X4X104L) - ORIGINAL-IDIRSA,REPUESTOS,IDIRSA,7.07,9.9,1
CDN00014,SN,CADENILLADE ORUGA BAJAJ PULSAR200NS 34X94L-IDIRSA,REPUESTOS,IDIRSA,12.85,18,0
R200-060312,SN,CAJA DE CAMBIO C/BALANSHAFT 200 200-24 WOLVERINE THOR (ORIGINAL) - SHINERAY,REPUESTOS,SHINERAY,37.14,52,0
500290143-0001,SN,CAJA DE CAMBIOS CC300 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,76,106.41,1
M00005,SN,CAJA DE CAMBIOS COMPLETO EMT:147 EEM:188.4 CR1/CB250 - MOTTOX,REPUESTOS,VARROC,28.75,40.25,1
REDIS00175,SN,CAJA DE CAMBIOS V8 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,38.07,53.31,0
CJC00007,SN,CAJA DE TRANSMISION CG200/SKR200 EEM:168.4 EMT:147 DIENTE GRUESO-RCP-IDIRSA,REPUESTOS,IDIRSA,26.25,36.75,0
06.034.0028,SN,CAJA DE TRANSMISION LEP182 LES152 PINT3.9MM CONTRAPESA RANGER 250GY50(2021)-MOXAL,REPUESTOS,MOXAL,31.07,43.5,1
CJC00030,SN,CAJA DE TRASNMISION TRAXX150 EEM:175 EMT:148 -RCP-IDIRSA,REPUESTOS,IDIRSA,25.89,36.3,1
CJC00006,SN,CAJA DE TRNSMISION CG150 EMM:168.05 EMT:147 DIENTE FINO - RCP - IDIRSA,REPUESTOS,IDIRSA,25.67,35.95,1
CAN009,SN,CANASTILLA APHK 0810 PULSAR 135 - STANDARD,REPUESTOS,STANDARD,1.13,1.6,6
8325,SN,CANASTILLA DE AGUJAS NK 152712 CG250 - MOXAL,REPUESTOS,MOXAL,1.67,2.35,9
CAN00018,SN,CANASTILLA DE BASCULANTE O TRINCHE PULSAR 200NS - IDIRSA,REPUESTOS,IDIRSA,3.92,5.5,3
M02835,SN,CANASTILLA DE EJE MOTRIZ 6 MARCHAS NK15*27*12 CG250 - MOTTOX,REPUESTOS,VARROC,1.42,2,9
8323,SN,CANASTILLA DE EMBRAGUE 23M NK 152312 CG200 - IDIRSA,REPUESTOS,IDIRSA,1.67,2.35,2
8322,SN,CANASTILLA DE EMBRAGUE 23M NK152312 CG200 - IDIRSA,REPUESTOS,IDIRSA,1.67,2.35,5
15122,SN,CANASTILLA DE EMBRAGUE HK152112 CG150 - STANDARD,REPUESTOS,STANDARD,1.13,1.6,9
8326,SN,CANASTILLA DE EMBRAGUE HK2016-NA,REPUESTOS,NA,1.78,2.5,5
8321,SN,CANASTILLA DE EMBRAGUE NK 1010 CG200 - MOTTOX,REPUESTOS,VARROC,1.13,1.6,6
CAN00004,SN,CANASTILLA DE MOTOR NK152312/CB200/CG200/23MM - STANDARD-RECALDE,REPUESTOS,RECALDE,1.93,2.7,4
694712502794,SN,CANASTILLA EJE MOTRIZ CG200 NK1512 - MTG,REPUESTOS,MTG,1.78,2.5,7
10057000126,SN,CANASTILLA FBJ HK2020 (20X26X20) RODAMIENTOS - RODA REPUESTOS,REPUESTOS,ROSHFRANS,3.07,4.3,0
432275,SN,CANASTILLA HK131912,REPUESTOS,NA,10.71,15.01,1
8324,SN,CANASTILLA HK212810 TUKO CR5 - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,2.78,3.9,5
10366,SN,CANASTILLA NK20/16 - FBJ,REPUESTOS,NA,10.71,15.01,0
JL601220,SN,CAÑERIA DE PASO A LA BOMBA BOMBA DE AGUA PULSAR 200NS (ANTICONGELANTE) (ORIGINAL) - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,3.54,4.96,1
JL601219,SN,CAÑERIA DE PASO A LA BOMBA DE AGUA PULSAR 200NS/AS /RS (ORIGINAL) - INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,3.47,4.86,1
19105.105-EVE,SN,CARBURADOR CG200/CG250(PZ30)- MAGIATY,REPUESTOS,MAGIATY,14.97,20.95,0
CRBR013,SN,CARBURADOR DENI BPZ30 OE:38MM OS:30MM DAYTONA DY250 CROSSFIRE/DAYTONA DY250WOLF/AXXO SCRAMBLER 250/IGM WIND 250X-MOTTOX,REPUESTOS,MOTTOX,28.35,39.7,1
CRBR016,SN,CARBURADOR DENI BPZ30 OE:38MM OS:30MM SHINERAY XY250GY-18D STEELER/SHINERAY THOR200 -MOTTOX,REPUESTOS,MOTTOX,27.61,38.66,1
06.040.0003,SN,CARBURADOR PZ27 TRAXX TX150GY2(2008)(PZ27)-MOXAL,REPUESTOS,MOXAL,14.14,19.8,2
REDIS00046,SN,CARBURADOR PZ30 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,11.92,16.7,0
06.040.0001,SN,CARBURADOR PZ30 GY200 ;SHI.XY200GY6I;GP200(20);CHIEFII(20);SKR250S(13-15)(10-11)-MOXAL,REPUESTOS,MOXAL,17.5,24.5,3
06.040.0030,SN,CARBURADOR PZ30 GY200 ;XY200ENDUROPC(2011)-MOXAL,REPUESTOS,MOXAL,16.67,23.35,0
CAR00035,SN,CARBURADOR TRAXX150/CG150 (PZ27) AHOGADOR MANUAL - RCP - IDIRSA,REPUESTOS,IDIRSA,36.82,51.55,2
M-CSQ001,SN,CASQUETE VALVULA LX300GY-A/GS/CR6 (RALLY 300) - RECALDE,REPUESTOS,RECALDE,19.29,27,0
004758,SN,CAUCHO DE VALVULAS 6V TUKO CR5 (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,2.15,3.5,32
FH-0429,SN,CAUCHO DEPURADOR BROSS ; SKR - CAYMBE IMPORTACIONES,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,1.78,2.5,4
8684,SN,CAUCHO VALVULA XR-250 5MM2R;CG150 - VARROC,REPUESTOS,VARROC,3.2,4.5,12
7860001101945,SN,CENTRIFUGO DELANTERO PASOLA - EXTREME (RA10060),REPUESTOS,EXTREME,9.67,13.55,0
R150-101708,SN,CIGUEÑAL -SHINERAY,REPUESTOS,SHINERAY,40.46,56.65,1
130140185-0002,SN,CIGUEÑAL 6V TUKO CR5 - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,48.03,67.25,1
M11757,SN,CIGUEÑAL ARMADO PALILLOS CONTRAPESA PIN PISTON 16MM NAZCA DESSERT 250;RANGER 250GY-11;CG250 - MOTTOX,REPUESTOS,MOTTOX,59.89,83.85,2
10113.119-GEN,SN,CIGUEÑAL BAJAJ PULSAR200NS/PULSAR200AS/DUKE2008(ORIGINAL36JU0036)-MAGIATY,REPUESTOS,MAGIATY,112.74,157.85,1
R250-061713,SN,CIGUEÑAL C/BALANSHASCK (2019) 250-18D - SHINERAY,REPUESTOS,SHINERAY,47.5,66.5,0
9507,SN,CIGUEÑAL KTM DUKE 390 -NDE-INDU,REPUESTOS,DAVID Y EMILY,140.07,196.12,1
13001,SN,CIGUEÑAL R2 250 (ORIGINAL) - PROINTER,REPUESTOS,PROINTER S.A LONCIN,79.43,111.21,0
10113.115-GEN,SN,CIGUEÑAL SUZUKI GIXXER(ORIGINAL)-MAGIATY,REPUESTOS,MAGIATY,83.39,116.77,0
06.050.0004,SN,CILINDRO CG-200 63.5MM 196CC P:15 GY200;RANGER 200GY8(10-19);SHINERAY XY200GY6(2011)-MOXAL-RECALDE,REPUESTOS,RECALDE,40.64,56.9,0
10114.119-GEN,SN,CILINDRO COMPLETO BAJAJ DOMINAR 400 - MAGIATY,REPUESTOS,MAGIATY,120,168.01,1
36JF0212,SN,CILINDRO COMPLETO BAJAJ PULSAR 160NS ORIGINAL- MAGIATY,REPUESTOS,MAGIATY,74.07,103.71,0
10114.138-GEN,SN,CILINDRO COMPLETO BAJAJ PULSAR200NS (ORIGIANAL36JL0007)-MAGIATY,REPUESTOS,MAGIATY,87.38,122.34,1
CLND071,SN,CILINDRO COMPLETO CADENILLA 232CM3 69MM PIN PISTON 017MM + PISTON :MICRO OXIDACION SHINERAY XY250GY-6A/SHINERAY RODWAY XY250-5/TUNDRA TSUNAMI 250-MOTTOX,REPUESTOS,MOTTOX,56.36,78.91,1
CLND013,SN,CILINDRO COMPLETO CADENILLA 292CM3 RALLY 300 - MOTTOX,REPUESTOS,VARROC,127.43,178.41,1
10114.144-MTG,SN,CILINDRO COMPLETO RACING SCOOTER 150 A 175-MAGIATY,REPUESTOS,MAGIATY,32.85,46,1
M-CIL137,SN,CILINDRO K SKR-250 65.5MM 250CC NE -RCP-RECALDE(CIL00108),REPUESTOS,RECALDE,39.28,55,0
CIL00108,SN,CILINDRO KIT CB250/FACTORY FX250E CB D:65.5 A:107.5 P:15 250CC PLANO NEGRO - RCP -IDIRSA,REPUESTOS,IDIRSA,36.82,51.55,0
CIL00094,SN,CILINDRO KIT CG200 CG D:63.5 A:104 P:15 196CC PLANO PLATA -RCP-IDIRSA,REPUESTOS,IDIRSA,29.78,41.7,1
CIL00023,SN,CILINDRO KIT CG200 CG D:63.5 A:104 P:15 200CC PLANO PLATA - STANDARD - IDIRSA,REPUESTOS,IDIRSA,32.43,45.4,1
CIL00184,SN,CILINDRO KIT LONCIN RALLY 300/LX300 CR6 CB D:78 A:107.20 P:17 292CC GRIS -RCP-IDIRSA,REPUESTOS,IDIRSA,93.13,130.4,1
M-CIL269,SN,CILINDRO LX250-15D;CHIEFF 2.5 (6PCS) - RECALDE,REPUESTOS,RECALDE,52.72,73.8,0
11210-34J11-0F0,SN,CILINDRO SUZUKI GSX150 - SGP - COMANDATO,REPUESTOS,COMANDATO,79.99,112.01,0
PR300-006,SN,CILINDRO Y PISTON 75MM/PIN16 PR300 XPEDITON/TK SIKR/DK MONACO 300CC (ORIGINAL)-DAYTONA,REPUESTOS,DAYTONA,92,128.81,0
TY300-021,SN,CILINDRO Y PISTON ADV.300/CHIEF 3.0/TK CR300/RACER 300/RANGER DR300CC (ORIGINAL)-DAYTONA,REPUESTOS,DAYTONA,118.57,166.02,0
003638,SN,CINTA BENDIX TUKO CR1 (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,7.36,10.3,1
003272,SN,CINTA BENDIX TUKO CR5 (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,8.85,12.4,1
REDIS00122,SN,CONJUNTO DE ARBOL DE LEVAS CBR250 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,30,42,0
REDIS00185,SN,CONJUNTO DE BOMBA DE ACEITE V8 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,8,11.2,0
REDIS00181,SN,CONJUNTO DE EMBRAGUE V8 - REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,28.27,39.6,0
REDIS00128,SN,CONJUNTO DE VALVULAS Y BALANCINES CBR250-REDIS,REPUESTOS,REDIS THE FUTURE IS NOW,32.56,45.6,0
110600571-0217,SN,CUBIERTA DERCHA DEL MOTOR 6V TUKO CR5 200 (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,19.79,27.71,1
110400003-0804,SN,CUBIERTA IZQ DEL MOTOR TUKO CR5 (ORIGINAL)-TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,11.31,15.85,1
18001,SN,CUELLO DE CARBURADOR FLAPER CR6 300 ;GP300 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,9.99,14,1
070200017-KA064,SN,DIAFRAGMA GN125 - DK PARTS,REPUESTOS,DK PARTS,1.78,2.5,10
DIA00001,SN,DIAFRAGMA SUZUKI EN125/GN125-IDIRSA,REPUESTOS,IDIRSA,4.28,6.01,1
DDE00069,SN,DISCO DE EMBRAGUE LONCIN RALLY 300/LX300 CR6 7PZS -RCP-IDIRSA,REPUESTOS,IDIRSA,16.03,22.45,0
DDE00046,SN,DISCO DE EMBRAGUE SUZUKI GIXXER GSX150 5PZS-STANDARD-IDIRSA,REPUESTOS,IDIRSA,7.49,10.5,0
DDE00032,SN,DISCO EMBRAGUE SUZUKI GN125 5PZS - ORIGINAL- IDIRSA,REPUESTOS,IDIRSA,4.5,7.25,1
10116.106-GEN,SN,DISCOS DE EMBRAGUE 6PCS BAJAJ PULSAR200NS/DUKE200 ( 36JU0002)-MAGIATY,REPUESTOS,MAGIATY,34.63,48.5,2
PR300-019,SN,EJE BALANCEADOR ARMADO PR300 XPEDITION/TK SIKR/DK MONACO 300CC(ORIGINAL)-DAYTONA,REPUESTOS,DAYTONA,76.67,107.35,0
52JL1890,SN,EJE BALANCEADOR PULSAR200NS/FI PULSAR 200NS-BSIV (ORIGINAL)-INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,40.25,56.35,1
10072914,SN,EJE IMPULSADOR MT03 (ORIGINAL) - YAMAHA,REPUESTOS,YAMAHA,17.25,24.15,1
24130-34J10-000,SN,EJE MOTRIZ SUZUKI GSX150 - SGP - COMANDATO,REPUESTOS,COMANDATO,28,39.2,0
06.083.0006,SN,EJE SELECTOR DE CAMBIOS 195MM-GY200,REPUESTOS,MOXAL,6.32,8.85,1
06.083.0001,SN,EJE SELECTOR DE CAMBIOS 195MM-W125,REPUESTOS,MOXAL,5.75,8.05,1
06.083.0003,SN,EJE SELECTOR DE CAMBIOS 205MM-GY200,REPUESTOS,MOXAL,5.75,8.05,1
06.083.0010,SN,EJE SELECTOR DE CAMBIOS 211MM-DY250 TEKKEN 2015,REPUESTOS,MOXAL,6.9,9.66,1
06.083.0005,SN,EJE SELECTOR DE CAMBIOS 215MM SKR200-CG200,REPUESTOS,MOXAL,5.54,7.76,1
06.083.0009,SN,EJE SELECTOR DE CAMBIOS 215MM-SKR200STANDARD VERSION 2018,REPUESTOS,MOXAL,5.17,7.25,1
JZ551008,SN,EJE TRANSMISION SALIDA PULSAR NS 160 / PULSAR 135 /DISCOVER 125 / BOXER 150(ORIGINAL)-INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,6.25,8.75,1
06.231.0008,SN,EMBRAGUE COMPLETO 6H 70D 6DISCOS (SIN ESTRIADO) DAYTONA250 TEKKEN(2015);AXX.TRACKER250(15-19)-MOXAL,REPUESTOS,MOXAL,20.72,29.01,1
06.231.0014,SN,EMBRAGUE COMPLETO 6H 70D 6DISCOS RANGER 250GY50(2021)-MOXAL,REPUESTOS,MOXAL,21.5,31,1
06.231.0002,SN,EMBRAGUE COMPLETO 6H 70D 7DIS CB250;SKR250S(13-15)-MOXAL,REPUESTOS,MOXAL,21.86,31.5,1
06.231.0016,SN,EMBRAGUE COMPLETO 6H 70D 7DIS XY250GY6(2021) - MOXAL,REPUESTOS,MOXAL,23,32.2,1
06.231.0005,SN,EMBRAGUE COMPLETO 6H 73T (6D) H100 DAYTONA WOLF(18) - MOXAL,REPUESTOS,MOXAL,21.42,30,1
M02125,SN,EMBRAGUE COMPLETO PALILLO 5H 73D (5D) DIENTE FINO ICS150S/SUKIDA STIFF150/DAYTONA DY150 EAGLE/SHINERAY XY150-10D/RANGER 150AT-MOTTOX,REPUESTOS,MOTTOX,17.96,25.15,0
M01928,SN,EMBRAGUE COMPLETO PALILLO 6H 73T (7D) GRUESO CG250-MOTTOX,REPUESTOS,VARROC,22.42,31.4,1
CAM082,SN,EMBRAGUE O CAMPANA COMPLETA FZ16,REPUESTOS,NA,78.2,109.5,0
10072917,SN,EMPAQUE BOMBA DE AGUA MT03 (ORIGINAL)-YAMAHA,REPUESTOS,YAMAHA,3,4.2,1
16101,SN,EMPAQUE BOMBA DE AGUA RALLY 300 (ORIGINAL)-PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,1.86,2.61,1
11141-34J00-000,SN,EMPAQUE CABEZOTE SUZUKI GSX 150 - COMANDATO,REPUESTOS,COMANDATO,4.61,6.45,1
M03000,SN,EMPAQUE CAUCHO TAPA VALVULA CABEZOTE DAYTONA DY200WOLF/RANGER SPORT CFZ250-MOTTOX,REPUESTOS,MOTTOX,3.68,5.15,4
M-EMP215,SN,EMPAQUE CIL+CAB FZ16(RCP)-RECALDE,REPUESTOS,RECALDE,2.15,3.01,0
M-EMP482,SN,EMPAQUE CILINDRO Y CABEZOTE LONCIN RALLY 300 GY-A/GS7CR6 - RECALDE,REPUESTOS,RECALDE,10.75,15.05,1
10050276,SN,EMPAQUE CUBIERTA CARTER 1 FZ16 UTILITARIA (ORIGINAL)- JUAN ELJURI,REPUESTOS,JUAN ELJURI,1.42,2,0
004790,SN,EMPAQUE DE CABEZOTE 6V TUKO CR5 (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,4.5,6.3,5
10182.108-GEN,SN,EMPAQUE DE CABEZOTE BAJAJ PULSAR 200NS ORIGINAL - MAGIATY,REPUESTOS,MAGIATY,9.32,13.06,1
12001,SN,EMPAQUE DE CABEZOTE GP300 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,6,8.4,0
10182.110-GEN,SN,EMPAQUE DE CABEZOTE KTM DUKE 200 ORIGINAL - MAGIATY,REPUESTOS,MAGIATY,13.17,18.45,0
12011,SN,EMPAQUE DE CABEZOTE R2 250 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,9.94,13.93,1
120011,SN,EMPAQUE DE CAUCHO TAPA VALVULA CABEZOTE R2 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,6.25,8.75,0
004747,SN,EMPAQUE DE CILINDRO 6V TUKO CR5 (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,1.06,1.5,5
10176.101-GEN,SN,EMPAQUE DE CILINDRO BAJAJ DOMINAR400 ORIGINAL - MAGIATY,REPUESTOS,MAGIATY,2.15,3.01,1
JE521030,SN,EMPAQUE DE CILINDRO BAJAJ PULSAR 160NS ORIGINAL - MAGIATY,REPUESTOS,MAGIATY,1.1,1.55,5
9762,SN,EMPAQUE DE CILINDRO R2 250 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,2.05,2.9,0
11241-34J00-000,SN,EMPAQUE DE CILINDRO SUZUKI GSX150 - COMANDATO,REPUESTOS,COMANDATO,1.78,2.5,1
10176.108-GEN,SN,EMPAQUE DE CILINDRO YAMAHA FZ25 ORIGINAL - MAGIATY,REPUESTOS,MAGIATY,5.85,8.2,1
007597,SN,EMPAQUE DE CUBIERTA IZQUIERDA CRM (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,1.06,1.5,6
150540012-0001,SN,EMPAQUE DE FILTRO DE ACEITE GP300 (ORIGINAL) - LONCIN,REPUESTOS,PROINTER S.A LONCIN,1.06,2,20
R250-060117,SN,EMPAQUE DE MOTOR (JUEGO) C/BALANSHACK 250-18D - SHINERAY,REPUESTOS,SHINERAY,9.56,13.4,1
R250-II0604,SN,EMPAQUE DE MOTOR CHIEF II - SHINERAY,REPUESTOS,SHINERAY,7.14,10,1
ETB00001,SN,EMPAQUE DE TAPA BOMBA DE AGUA BAJAJ PULSAR 200NS - IDIRSA,REPUESTOS,IDIRSA,1.46,2.05,9
38801,SN,EMPAQUE DE TAPA DE FILTRO ACEITE R2 250 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,1.49,2.1,1
110001,SN,EMPAQUE DE TAPA MOTOR IZQUIERDA R2 250 - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,4,5.6,1
14012,SN,EMPAQUE DE TENSOR CADENILLA R2 250 (ORIGINAL) - PROINTER LONCIN,REPUESTOS,PROINTER S.A LONCIN,0.71,1,0
004789,SN,EMPAQUE DEL CARTER 6V TUKO CR5 (ORIGINAL) -TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,1.78,2.5,6
